0,title,artist,genre,bpm,nrgy,dnce,live,val,dur,acous,spch,pop,artist_code,genre_code
401,Kill Em With Kindness,Selena Gomez,dance pop,120,88,76,10,40,218,1,4,70,154,25
402,Cool Girl,Tove Lo,dance pop,102,69,67,8,20,199,31,11,69,173,25
403,Runnin' (Lose It All),Naughty Boy,tropical house,139,85,32,48,8,213,1,8,69,126,49
404,Here,Alessia Cara,canadian contemporary r&b,120,82,38,8,33,199,8,10,68,6,15
405,Perfect Illusion,Lady Gaga,dance pop,125,86,61,36,66,182,0,4,67,94,25
406,PILLOWTALK,ZAYN,dance pop,125,70,59,9,43,204,10,5,66,179,25
407,Out Of The Woods,Taylor Swift,pop,92,84,55,34,34,236,0,4,66,166,48
408,Rise,Katy Perry,dance pop,101,64,55,11,44,203,5,5,66,86,25
409,Wherever I Go,OneRepublic,dance pop,100,69,55,27,35,170,9,4,66,135,25
410,Body Say,Demi Lovato,dance pop,87,74,63,28,26,194,0,4,65,42,25
411,Don't Be A Fool,Shawn Mendes,canadian pop,175,34,47,10,27,216,60,4,65,157,18
412,LIKE I WOULD,ZAYN,dance pop,113,83,56,26,23,192,2,11,65,179,25
413,Cheap Thrills,Sia,australian dance,90,80,59,8,73,225,6,22,64,158,5
414,I Got You,Bebe Rexha,dance pop,98,89,61,9,32,192,5,5,64,15,25
415,Run Away With Me,Carly Rae Jepsen,canadian pop,119,72,56,5,25,251,1,5,63,25,18
416,Cruel (feat. ZAYN),Snakehips,dance pop,110,88,60,16,32,228,2,12,63,162,25
417,Send My Love (To Your New Lover),Adele,british soul,164,52,69,17,56,223,4,10,61,4,13
418,WTF (Where They From),Missy Elliott,dance pop,120,82,93,6,56,193,2,20,58,122,25
419,Desire,Years & Years,dance pop,126,78,71,30,64,203,30,6,58,178,25
420,When We Were Young,Adele,british soul,144,59,38,9,27,291,35,5,58,4,13
421,I Know What You Did Last Summer,Shawn Mendes,canadian pop,114,77,68,16,72,224,11,10,57,157,18
422,Wish That You Were Here - From “Miss Peregrine’s Home for Peculiar Children” Original Motion Picture,Florence + The Machine,art pop,94,57,37,13,12,403,72,3,57,55,3
423,Hurts,Emeli Sandé,dance pop,106,64,58,15,18,238,2,3,57,48,25
424,Change,Christina Aguilera,dance pop,82,54,62,13,20,187,68,8,54,30,25
425,Make Me... (feat. G-Eazy),Britney Spears,dance pop,123,70,70,22,58,231,16,10,53,18,25
426,Keeping Your Head Up,Birdy,neo mellow,122,78,60,19,53,208,16,5,52,17,46
427,True Colors,Zedd,complextro,126,79,57,10,49,225,40,4,51,181,23
428,Make Me Like You,Gwen Stefani,dance pop,118,71,74,13,80,217,4,5,50,58,25
429,Champagne Problems,Nick Jonas,dance pop,108,78,73,9,64,193,0,13,50,131,25
430,Blown,DNCE,dance pop,130,95,63,10,73,197,0,4,48,37,25
431,Start,John Legend,neo mellow,110,4,52,9,26,310,99,4,47,79,46
432,Pep Rally,Missy Elliott,dance pop,90,75,83,20,32,263,22,12,47,122,25
433,Higher,Carly Rae Jepsen,canadian pop,114,87,65,37,44,234,1,6,46,25,18
434,Invitation,Britney Spears,dance pop,112,65,37,9,16,200,3,11,44,18,25
435,One Call Away (feat. Tyga) - Remix,Charlie Puth,dance pop,91,69,75,13,52,192,26,4,41,28,25
436,Beautiful Birds (feat. Birdy),Passenger,folk-pop,86,17,39,11,14,214,91,3,36,139,35
437,Little Lies,Hilary Duff,dance pop,124,76,57,4,40,204,0,6,36,64,25
438,Do You Wanna Come Over?,Britney Spears,dance pop,121,70,75,11,45,203,1,7,34,18,25
439,BURNITUP!,Janet Jackson,dance pop,123,71,83,31,83,250,5,18,31,71,25
440,Picky - Remix,Joey Montana,latin,186,81,70,37,69,225,9,7,29,78,43
441,Behind Your Back,Nelly Furtado,canadian latin,98,47,80,7,69,228,25,4,18,128,17
442,Million Years Ago,Adele,british soul,0,0,0,0,0,227,0,0,0,4,13
443,Shape of You,Ed Sheeran,pop,96,65,83,9,93,234,58,8,87,46,48
444,Closer,The Chainsmokers,electropop,95,52,75,11,66,245,41,3,86,168,33
445,Starboy,The Weeknd,canadian contemporary r&b,186,59,68,14,49,230,14,28,85,171,15
446,Treat You Better,Shawn Mendes,canadian pop,83,82,44,11,75,188,11,34,84,157,18
447,That's What I Like,Bruno Mars,pop,134,56,85,9,86,207,1,4,83,19,48
448,Let Me Love You,DJ Snake,electronic trap,100,72,65,14,16,206,9,3,82,36,32
449,I Feel It Coming,The Weeknd,canadian contemporary r&b,93,82,77,7,59,269,43,12,81,171,15
450,Mercy,Shawn Mendes,canadian pop,148,66,56,11,36,209,13,8,81,157,18
451,Side To Side,Ariana Grande,dance pop,159,74,65,24,61,226,5,23,80,10,25
452,Stay,Zedd,complextro,102,62,69,12,54,210,25,6,80,181,23
453,It Ain't Me (with Selena Gomez),Kygo,edm,100,53,64,9,52,221,12,7,79,91,29
454,Malibu,Miley Cyrus,dance pop,140,78,57,8,34,232,8,6,78,121,25
455,Something Just Like This,The Chainsmokers,electropop,103,65,61,17,51,248,3,4,78,168,33
456,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,dance pop,102,76,72,18,74,251,41,5,78,33,25
457,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,dance pop,118,45,74,33,9,245,6,6,78,179,25
458,My Way,Calvin Harris,dance pop,120,91,82,16,54,219,9,4,78,22,25
459,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled,dance pop,81,67,61,17,81,289,6,4,77,35,25
460,Praying,Kesha,dance pop,73,39,58,11,32,230,49,3,77,89,25
461,Despacito - Remix,Luis Fonsi,latin,178,82,65,10,82,229,23,17,76,105,43
462,The Greatest,Sia,australian dance,192,73,67,6,73,210,1,27,76,158,5
463,There for You,Martin Garrix,big room,106,64,61,12,13,222,12,6,76,116,11
464,Paris,The Chainsmokers,electropop,100,64,65,9,25,222,2,3,76,168,33
465,Crying in the Club,Camila Cabello,dance pop,85,62,33,16,60,216,33,38,75,23,25
466,Mama,Jonas Blue,dance pop,104,79,74,5,57,184,10,4,75,81,25
467,Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,104,80,74,25,51,231,50,5,75,22,25
468,Swish Swish,Katy Perry,dance pop,120,71,84,10,57,243,2,4,73,86,25
469,Chained To The Rhythm,Katy Perry,dance pop,190,80,45,20,47,238,8,17,72,86,25
470,Cold (feat. Future),Maroon 5,pop,100,72,69,5,41,234,14,11,72,114,48
471,Love,Lana Del Rey,art pop,99,37,53,11,23,273,49,3,72,95,3
472,Reggaetón Lento (Remix),CNCO,boy band,94,91,53,10,62,189,15,9,71,21,12
473,All I Ask,Adele,british soul,142,28,59,15,34,272,88,3,71,4,13
474,First Time,Kygo,edm,90,59,63,10,68,194,20,11,71,91,29
475,The Cure,Lady Gaga,dance pop,100,51,70,9,52,211,8,3,71,94,25
476,"How Far I'll Go - From ""Moana""",Alessia Cara,canadian contemporary r&b,181,54,31,7,16,176,16,35,71,6,15
477,Bodak Yellow,Cardi B,pop,125,72,93,35,46,224,7,11,70,24,48
478,Rich Love (with Seeb),OneRepublic,dance pop,105,87,40,36,47,201,17,31,70,135,25
479,Tired,Alan Walker,electro house,124,88,69,15,49,192,4,6,70,5,31
480,Came Here for Love,Sigala,dance pop,125,87,71,12,72,203,3,4,70,159,25
481,24K Magic,Bruno Mars,pop,107,80,82,15,63,226,3,8,69,19,48
482,Strip That Down (feat. Quavo),Liam Payne,dance pop,106,50,87,8,55,202,20,5,69,98,25
483,Cut To The Feeling,Carly Rae Jepsen,canadian pop,115,91,71,30,65,208,1,6,69,25,18
484,OK - Spotify Version,Robin Schulz,dance pop,122,81,65,13,58,189,12,6,69,147,25
485,Bon appétit,Katy Perry,dance pop,106,79,80,22,52,228,13,6,68,86,25
486,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,art pop,135,57,76,20,14,261,2,13,67,95,3
487,Get Low (with Liam Payne),Zedd,complextro,108,93,72,5,54,205,3,5,66,181,23
488,Kissing Strangers,DNCE,dance pop,120,74,77,9,86,202,5,4,66,37,25
489,Slow Hands,Niall Horan,dance pop,86,42,74,6,85,188,1,5,64,130,25
490,Younger Now,Miley Cyrus,dance pop,122,87,55,14,33,249,0,6,62,121,25
491,Body Moves,DNCE,dance pop,102,69,65,4,86,236,0,4,62,37,25
492,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,belgian edm,122,64,73,8,53,158,2,4,59,104,10
493,Angel,Fifth Harmony,dance pop,124,53,74,35,13,189,0,4,59,53,25
494,Touch (feat. Kid Ink),Little Mix,dance pop,102,75,64,49,53,203,4,11,59,101,25
495,We Don't Talk Anymore - DROELOE Remix,Charlie Puth,dance pop,100,82,70,45,67,218,49,22,59,28,25
496,Love Incredible (feat. Camila Cabello),Cashmere Cat,downtempo,167,50,37,20,21,180,6,12,59,26,28
497,No Vacancy (with Sebastián Yatra),OneRepublic,dance pop,100,76,69,14,59,223,8,4,57,135,25
498,Rich Boy,Galantis,big room,110,90,74,8,65,184,7,5,55,57,11
499,Lust for Life (with The Weeknd),Lana Del Rey,art pop,100,67,51,36,27,264,58,6,54,95,3
500,Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,dance pop,115,83,70,36,63,245,28,27,54,141,25
501,Influence,Tove Lo,dance pop,105,59,77,11,33,225,10,5,54,173,25
502,Remember I Told You,Nick Jonas,dance pop,113,53,68,4,84,202,14,28,53,131,25
503,Messin' Around,Pitbull,dance pop,158,81,57,4,78,223,2,5,51,141,25
504,Water Under the Bridge,Adele,british soul,95,84,60,11,47,240,2,7,49,4,13
505,Free Me,Sia,australian dance,87,46,27,14,21,286,85,3,44,158,5
506,Kissing Strangers - Remix,DNCE,dance pop,120,77,76,8,81,202,8,5,43,37,25
507,A L I E N S,Coldplay,permanent wave,148,88,43,21,25,282,0,4,41,34,47
508,One Kiss (with Dua Lipa),Calvin Harris,dance pop,124,86,79,8,59,215,4,11,86,22,25
509,Havana (feat. Young Thug),Camila Cabello,dance pop,105,52,77,13,39,217,18,3,85,23,25
510,I Like It,Cardi B,pop,136,73,82,37,65,253,10,13,85,24,48
511,New Rules,Dua Lipa,dance pop,116,70,76,15,61,209,0,7,84,45,25
512,There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,122,81,87,8,97,199,38,6,84,157,18
513,no tears left to cry,Ariana Grande,dance pop,122,71,70,29,35,206,4,6,84,10,25
514,IDGAF,Dua Lipa,dance pop,97,54,84,8,51,218,4,9,84,45,25
515,In My Blood,Shawn Mendes,canadian pop,140,71,62,13,49,211,6,7,83,157,18
516,Wolves,Selena Gomez,dance pop,125,80,72,20,31,198,12,4,83,154,25
517,Dusk Till Dawn - Radio Edit,ZAYN,dance pop,180,44,26,11,10,239,10,4,83,179,25
518,Attention,Charlie Puth,dance pop,100,61,78,13,80,209,11,5,83,28,25
519,Electricity (with Dua Lipa),Silk City,edm,118,67,59,34,51,238,1,5,82,160,29
520,Love On The Brain,Rihanna,barbadian pop,172,64,51,8,38,224,7,5,82,145,8
521,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld,dance pop,103,71,66,8,74,175,3,5,82,60,25
522,Silence,Marshmello,brostep,142,76,52,17,29,181,26,9,82,115,14
523,Sorry Not Sorry,Demi Lovato,dance pop,144,64,71,26,89,204,2,23,81,42,25
524,Shallow - Radio Edit,Lady Gaga,dance pop,96,33,57,9,28,217,42,3,80,94,25
525,These Days,Rudimental,dance pop,92,81,65,17,55,211,19,5,80,149,25
526,What Lovers Do (feat. SZA),Maroon 5,pop,110,60,80,10,42,200,8,6,79,114,48
527,Finesse - Remix; feat. Cardi B,Bruno Mars,pop,105,86,70,2,93,217,2,10,78,19,48
528,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,pop,95,30,59,12,36,260,78,3,78,46,48
529,Bad At Love,Halsey,dance pop,118,75,68,9,61,181,6,3,78,61,25
530,Him & I (with Halsey),G-Eazy,hip hop,88,73,59,31,19,269,5,9,78,56,37
531,Friends (with BloodPop®),Justin Bieber,canadian pop,105,73,74,30,62,189,0,4,77,83,18
532,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,dance pop,98,67,67,12,63,204,3,7,76,35,25
533,My My My!,Troye Sivan,dance pop,103,46,70,5,48,205,0,8,76,175,25
534,Capital Letters,Hailee Steinfeld,dance pop,100,81,66,5,46,219,3,8,76,60,25
535,Sick Boy,The Chainsmokers,electropop,90,58,66,12,45,193,11,5,76,168,33
536,Tequila,Dan + Shay,contemporary country,86,59,47,13,50,196,3,3,76,40,24
537,Look What You Made Me Do,Taylor Swift,pop,128,71,77,13,51,212,20,12,75,166,48
538,Youth (feat. Khalid),Shawn Mendes,canadian pop,100,60,53,13,32,191,56,12,75,157,18
539,Bad Liar,Selena Gomez,dance pop,121,41,97,8,73,215,19,7,75,154,25
540,Anywhere,Rita Ora,dance pop,107,80,63,10,32,215,4,6,74,146,25
541,Say Something,Justin Timberlake,dance pop,97,63,71,8,37,279,10,8,74,84,25
542,Chun-Li,Nicki Minaj,dance pop,129,73,69,11,48,192,28,37,73,132,25
543,Sign of the Times,Harry Styles,dance pop,120,57,52,11,21,341,3,3,72,62,25
544,Familiar,Liam Payne,dance pop,93,81,64,8,91,197,2,33,72,98,25
545,Let Me,ZAYN,dance pop,168,57,46,10,19,185,24,5,72,179,25
546,Supernova,Ansel Elgort,dance pop,140,62,77,21,68,191,6,10,72,9,25
547,Nervous,Shawn Mendes,canadian pop,122,62,84,13,74,164,4,8,71,157,18
548,First Time,Kygo,edm,90,59,63,10,68,194,20,11,71,91,29
549,End Game,Taylor Swift,pop,159,59,65,11,15,245,1,6,70,166,48
550,Mi Gente (feat. Beyoncé),J Balvin,latin,105,72,76,23,47,210,2,8,68,69,43
551,Lemon,N.E.R.D,hip hop,95,73,92,12,20,220,0,9,68,125,37
552,For You (With Rita Ora),Liam Payne,dance pop,113,80,54,42,18,243,2,3,67,98,25
553,Want To,Dua Lipa,dance pop,92,69,57,6,32,212,8,12,67,45,25
554,What I Need (feat. Kehlani),Hayley Kiyoko,dance pop,104,79,63,16,41,220,5,6,67,63,25
555,Wait,Maroon 5,pop,126,60,66,11,45,191,10,6,67,114,48
556,What About Us,P!nk,dance pop,114,59,39,9,19,272,3,6,66,137,25
557,Kissing Strangers,DNCE,dance pop,120,74,77,9,86,202,5,4,66,37,25
558,2U (feat. Justin Bieber),David Guetta,dance pop,145,61,53,23,53,195,23,6,65,41,25
559,Walk On Water (feat. Beyoncé),Eminem,detroit hip hop,82,44,48,64,62,304,81,24,65,49,27
560,This Town,Niall Horan,dance pop,112,41,68,12,20,233,70,3,64,130,25
561,Girls (feat. Cardi B Bebe Rexha & Charli XCX),Rita Ora,dance pop,94,69,73,10,42,221,2,5,64,146,25
562,MOVE TO MIAMI,Enrique Iglesias,dance pop,100,87,76,7,90,169,3,5,64,50,25
563,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,downtempo,100,64,75,11,45,186,25,9,64,26,28
564,Filthy,Justin Timberlake,dance pop,97,58,75,25,65,294,4,14,62,84,25
565,Never Be the Same - Radio Edit,Camila Cabello,dance pop,130,69,63,12,25,227,16,9,57,23,25
566,Ferrari,Bebe Rexha,dance pop,77,48,58,10,42,213,2,3,57,15,25
567,Supplies,Justin Timberlake,dance pop,120,55,79,13,23,226,1,5,57,84,25
568,Boom Boom,RedOne,moroccan pop,110,76,75,20,58,248,0,5,53,143,45
569,...Ready For It? - BloodPop® Remix,Taylor Swift,pop,160,84,58,10,50,190,13,22,52,166,48
570,Drip (feat. Migos),Cardi B,pop,130,59,97,8,27,264,5,26,45,24,48
571,Tell Me You Love Me - NOTD Remix,Demi Lovato,dance pop,102,77,58,9,76,182,5,8,44,42,25
572,Memories,Maroon 5,pop,91,32,76,8,57,189,84,5,99,114,48
573,Lose You To Love Me,Selena Gomez,dance pop,102,34,51,21,9,206,58,4,97,154,25
574,Someone You Loved,Lewis Capaldi,pop,110,41,50,11,45,182,75,3,96,97,48
575,Señorita,Shawn Mendes,canadian pop,117,54,76,9,75,191,4,3,95,157,18
576,How Do You Sleep?,Sam Smith,pop,111,68,48,8,35,202,15,9,93,151,48
577,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,pop,98,62,86,9,67,204,15,8,92,46,48
578,Trampoline (with ZAYN),SHAED,electropop,127,46,62,14,50,184,56,3,92,150,33
579,Happier,Marshmello,brostep,100,79,69,17,67,214,19,5,90,115,14
580,Truth Hurts,Lizzo,escape room,158,62,72,12,41,173,11,11,90,102,34
581,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,escape room,96,89,67,74,48,159,30,6,90,102,34
582,Higher Love,Kygo,edm,104,68,69,10,40,228,2,3,88,91,29
583,Only Human,Jonas Brothers,boy band,94,50,80,6,87,183,11,7,87,82,12
584,Beautiful People (feat. Khalid),Ed Sheeran,pop,93,65,64,8,55,198,12,19,86,46,48
585,Sucker,Jonas Brothers,boy band,138,73,84,11,95,181,4,6,86,82,12
586,Don't Call Me Up,Mabel,dance pop,99,88,67,8,23,178,30,15,86,108,25
587,I Don't Care (with Justin Bieber),Ed Sheeran,pop,102,68,80,9,84,220,9,4,85,46,48
588,Talk (feat. Disclosure),Khalid,alternative r&b,136,40,90,6,35,198,5,13,84,90,2
589,Giant (with Rag'n'Bone Man),Calvin Harris,dance pop,122,89,81,8,61,229,2,4,84,22,25
590,Takeaway,The Chainsmokers,electropop,100,51,53,10,35,210,13,3,83,168,33
591,All Around The World (La La La),R3HAB,big room,125,86,73,11,52,148,48,3,82,142,11
592,Girls Like You (feat. Cardi B),Maroon 5,pop,125,54,85,13,45,236,57,5,81,114,48
593,Call You Mine,The Chainsmokers,electropop,104,70,59,34,52,218,20,3,81,168,33
594,No Guidance (feat. Drake),Chris Brown,dance pop,93,45,70,16,14,261,12,15,81,29,25
595,Antisocial (with Travis Scott),Ed Sheeran,pop,152,82,72,36,91,162,13,5,78,46,48
596,Taki Taki (feat. Selena Gomez Ozuna & Cardi B),DJ Snake,electronic trap,96,80,84,6,62,213,16,23,77,36,32
597,Con Calma - Remix,Daddy Yankee,latin,94,87,74,4,61,181,17,5,76,38,43
598,Find U Again (feat. Camila Cabello),Mark Ronson,dance pop,104,66,61,20,16,176,1,3,75,113,25
599,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,95,79,75,7,61,206,21,12,75,46,48
600,No Brainer (feat. Justin Bieber Chance the Rapper & Quavo),DJ Khaled,dance pop,136,76,53,9,65,260,7,34,70,35,25
601,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,114,79,60,42,24,217,1,7,69,113,25
602,Kills You Slowly,The Chainsmokers,electropop,150,44,70,13,23,213,6,6,67,168,33
